in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500190,2018-07-14T22:00:00Z,31.7,81.65,2.6,100,0,0,0
G4500190,2018-07-14T23:00:00Z,30.85,87.64,2.05,70,0,0,0
G4500190,2018-07-15T00:00:00Z,30,90.3,1.5,50,0,0,0
G4500190,2018-07-15T01:00:00Z,29.4,97.04,0,0,0,0,0
G4500190,2018-07-15T02:00:00Z,29.15,96.75,1.05,50,0,0,0
G4500190,2018-07-15T03:00:00Z,29.4,93.6,1.5,60,0,0,0
G4500190,2018-07-15T04:00:00Z,28.3,97.02,2.1,40,0,0,0
G4500190,2018-07-15T05:00:00Z,28.05,98.51,1.05,40,0,0,0
G4500190,2018-07-15T06:00:00Z,28.9,96.45,1.5,40,3.5,8.5,3.5
G4500190,2018-07-15T07:00:00Z,30.6,90.34,1.5,20,75,97,57
G4500190,2018-07-15T08:00:00Z,31.7,84.85,1.5,35,275.5,461,104.5
G4500190,2018-07-15T09:00:00Z,33.3,69.55,0,30,472.5,595.5,142
G4500190,2018-07-15T10:00:00Z,35.6,60.91,3.6,50,632.5,591.5,205
G4500190,2018-07-15T11:00:00Z,36.15,57.2,3.1,40,731,498,306.5
G4500190,2018-07-15T12:00:00Z,36.7,51.87,0,100,797,442.5,381
G4500190,2018-07-15T13:00:00Z,35.6,53.21,4.6,150,793.5,366.5,435.5
G4500190,2018-07-15T14:00:00Z,36.15,53.35,4.1,150,817,449,386
G4500190,2018-07-15T15:00:00Z,37.2,51.99,4.1,160,796.5,580.5,278
G4500190,2018-07-15T16:00:00Z,36.1,55.34,5.1,150,676.5,596,214.5
G4500190,2018-07-15T17:00:00Z,35.85,56.14,5.65,150,550,623.5,161.5
G4500190,2018-07-15T18:00:00Z,34.4,54.92,4.6,150,343,469.5,134
G4500190,2018-07-15T19:00:00Z,33.3,60.76,4.1,170,157,302.5,83
G4500190,2018-07-15T20:00:00Z,32.5,65,3.1,165,23,56.5,18.5
G4500190,2018-07-15T21:00:00Z,31.1,71.74,2.6,200,0,0,0
G4500190,2018-07-15T22:00:00Z,31.1,73.98,2.1,200,0,0,0
G4500190,2018-07-15T23:00:00Z,31.1,73.98,1.05,200,0,0,0
G4500190,2018-07-16T00:00:00Z,30,78.97,0,149.17,0,0,0
G4500190,2018-07-16T01:00:00Z,29.4,81.86,0,115,0,0,0
G4500190,2018-07-16T02:00:00Z,29.15,83.1,0,133.75,0,0,0
G4500190,2018-07-16T03:00:00Z,28.3,90.73,0,152.5,0,0,0
G4500190,2018-07-16T04:00:00Z,28.9,87.51,0,143.33,0,0,0
G4500190,2018-07-16T05:00:00Z,28.35,90.52,0,138.33,0,0,0
G4500190,2018-07-16T06:00:00Z,28.3,90.73,0,133.75,4,11,4
G4500190,2018-07-16T07:00:00Z,31.1,84.59,0,140,97.5,226,58
G4500190,2018-07-16T08:00:00Z,32.2,77.07,0,150,275.5,449,111
G4500190,2018-07-16T09:00:00Z,34.4,69.76,0,150,429.5,434.5,190.5
G4500190,2018-07-16T10:00:00Z,35.6,63.17,3.1,200,524,296.5,311.5
G4500190,2018-07-16T11:00:00Z,35.85,62.28,2.6,190,619,256.5,400.5
G4500190,2018-07-16T12:00:00Z,36.1,59.2,5.7,180,642,192.5,461
G4500190,2018-07-16T13:00:00Z,36.1,63.28,4.6,160,443,41.5,402.5
G4500190,2018-07-16T14:00:00Z,35.85,65.4,4.6,185,439.5,41,400
G4500190,2018-07-16T15:00:00Z,35.6,69.57,4.1,180,505.5,118.5,401
G4500190,2018-07-16T16:00:00Z,36.1,65.61,4.6,200,481.5,155,360.5
G4500190,2018-07-16T17:00:00Z,35.25,68.97,4.1,200,386.5,208.5,254
G4500190,2018-07-16T18:00:00Z,33.9,76.72,4.1,190,105,12.5,100
G4500190,2018-07-16T19:00:00Z,33.3,79.43,4.6,190,35.5,0,35.5
G4500190,2018-07-16T20:00:00Z,33.05,82.1,4.35,190,7,1,7
G4500190,2018-07-16T21:00:00Z,32.8,84.77,4.6,190,0,0,0
G4500190,2018-07-16T22:00:00Z,32.25,87.23,7.75,195,0,0,0
G4500190,2018-07-16T23:00:00Z,30.03,89.02,6.33,223.33,0,0,0
G4500190,2018-07-17T00:00:00Z,28.7,97.02,2.57,266.67,0,0,0
G4500190,2018-07-17T01:00:00Z,28.9,100,2.35,200,0,0,0
G4500190,2018-07-17T02:00:00Z,29.15,98.52,2.1,220,0,0,0
G4500190,2018-07-17T03:00:00Z,30,93.62,3.1,240,0,0,0
G4500190,2018-07-17T04:00:00Z,30,93.62,2.1,240,0,0,0
G4500190,2018-07-17T05:00:00Z,30,95.05,2.35,235,0,0,0
G4500190,2018-07-17T06:00:00Z,30.6,96.49,1.5,210,1.5,0,1.5
G4500190,2018-07-17T07:00:00Z,31.1,93.68,3.1,240,30.5,0,30.5
G4500190,2018-07-17T08:00:00Z,31.4,92.05,3.35,245,74,0,74
G4500190,2018-07-17T09:00:00Z,33.3,82.34,4.6,240,254.5,67,216.5
G4500190,2018-07-17T10:00:00Z,35,67.39,5.7,260,620,573,205
G4500190,2018-07-17T11:00:00Z,35.55,65.33,5.95,260,780.5,675,203
G4500190,2018-07-17T12:00:00Z,37.8,61.41,5.7,240,856,653,244
G4500190,2018-07-17T13:00:00Z,37.2,59.45,5.7,220,763.5,357.5,414.5
G4500190,2018-07-17T14:00:00Z,37.2,61.49,6.2,206.67,847,584.5,285.5
G4500190,2018-07-17T15:00:00Z,37.2,65.84,9.3,210,631.5,252.5,406.5
G4500190,2018-07-17T16:00:00Z,32.25,84.59,6.28,227.5,346,76,286
G4500190,2018-07-17T17:00:00Z,30.77,84.56,6.33,216.67,245,88,187
G4500190,2018-07-17T18:00:00Z,32.2,82.2,4.6,230,139,29.5,125
G4500190,2018-07-17T19:00:00Z,32.2,87.8,3.6,230,72.5,27,66
G4500190,2018-07-17T20:00:00Z,31.95,86.23,3.35,235,13.5,4.5,13
G4500190,2018-07-17T21:00:00Z,30.6,84.53,4.1,240,0,0,0
G4500190,2018-07-17T22:00:00Z,30,87.61,3.6,210,0,0,0
G4500190,2018-07-17T23:00:00Z,30,88.95,3.1,210,0,0,0
G4500190,2018-07-18T00:00:00Z,30.6,90.34,4.1,220,0,0,0
G4500190,2018-07-18T01:00:00Z,30.6,93.09,4.6,210,0,0,0
G4500190,2018-07-18T02:00:00Z,30.6,93.09,3.85,220,0,0,0
G4500190,2018-07-18T03:00:00Z,30,93.62,3.1,270,0,0,0
G4500190,2018-07-18T04:00:00Z,30,96.48,2.93,253.33,0,0,0
G4500190,2018-07-18T05:00:00Z,30,95.05,3.77,253.33,0,0,0
G4500190,2018-07-18T06:00:00Z,30,93.62,3.35,255,2,1.5,2
G4500190,2018-07-18T07:00:00Z,30.6,90.34,3.6,270,38,0.5,38
G4500190,2018-07-18T08:00:00Z,31.13,87.52,3.48,275,190.5,143,135.5
G4500190,2018-07-18T09:00:00Z,33.3,82.34,2.6,270,390,315,217
G4500190,2018-07-18T10:00:00Z,34.4,77.25,3.1,270,513,273.5,317
G4500190,2018-07-18T11:00:00Z,35.25,73.67,2.85,305,615.5,253,400
G4500190,2018-07-18T12:00:00Z,37.8,63.65,3.6,280,802,483.5,346.5
G4500190,2018-07-18T13:00:00Z,38.3,61.89,3.6,280,885.5,600,300
G4500190,2018-07-18T14:00:00Z,38.6,60.87,2.85,260,849.5,549,322.5
G4500190,2018-07-18T15:00:00Z,39.15,57.74,5.15,250,673,320.5,386
G4500190,2018-07-18T16:00:00Z,33.3,72.13,6.45,215,375.5,126,274.5
G4500190,2018-07-18T17:00:00Z,32.5,75.67,4.9,145,44.5,0,44.5
G4500190,2018-07-18T18:00:00Z,33.1,79.43,2.48,150,121,23,111
G4500190,2018-07-18T19:00:00Z,31.63,87.7,5.67,236.67,77,20,72.5
G4500190,2018-07-18T20:00:00Z,30.28,87.66,4,300,13,5,12.5
G4500190,2018-07-18T21:00:00Z,29.4,93.6,1.8,260,0,0,0
G4500190,2018-07-18T22:00:00Z,30,93.62,0,286.67,0,0,0
G4500190,2018-07-18T23:00:00Z,30,93.62,0,313.33,0,0,0
G4500190,2018-07-19T00:00:00Z,29.4,93.6,2.1,340,0,0,0
G4500190,2018-07-19T01:00:00Z,29.15,96.45,1.55,60,0,0,0
G4500190,2018-07-19T02:00:00Z,28.9,98.22,0,70,0,0,0
G4500190,2018-07-19T03:00:00Z,29.4,93.6,1.5,80,0,0,0
G4500190,2018-07-19T04:00:00Z,29.4,93.6,3.1,40,0,0,0
G4500190,2018-07-19T05:00:00Z,29.4,93.6,1.55,40,0,0,0
G4500190,2018-07-19T06:00:00Z,30,93.62,1.5,70,2.5,1.5,2.5
G4500190,2018-07-19T07:00:00Z,30.6,93.09,2.1,60,79,113.5,58.5
G4500190,2018-07-19T08:00:00Z,31.4,90.45,2.35,50,248.5,320,129.5
G4500190,2018-07-19T09:00:00Z,31.1,84.59,6.7,80,365.5,335.5,186.5
G4500190,2018-07-19T10:00:00Z,30,93.62,3.6,133.33,185.5,19.5,172
G4500190,2018-07-19T11:00:00Z,30.2,95.06,3.1,143.33,153.5,5,149
G4500190,2018-07-19T12:00:00Z,31.7,90.42,3.6,120,358,52,308.5
G4500190,2018-07-19T13:00:00Z,32.2,84.71,4.1,110,500,76.5,425.5
G4500190,2018-07-19T14:00:00Z,32.5,83.24,4.1,105,228.5,10.5,218.5
G4500190,2018-07-19T15:00:00Z,33.9,71.8,5.7,100,427.5,91.5,347
G4500190,2018-07-19T16:00:00Z,35,69.87,7.2,110,532.5,235,351
G4500190,2018-07-19T17:00:00Z,33.769999999999996,73.48,6.87,113.33,366,154.5,269
G4500190,2018-07-19T18:00:00Z,33.05,76.55,5.9,100,130,43,113
G4500190,2018-07-19T19:00:00Z,32.8,79.37,4.6,110,75.5,15.5,71
G4500190,2018-07-19T20:00:00Z,32.5,80.78,4.88,100,10,0,10
G4500190,2018-07-19T21:00:00Z,31.95,84.65,3.6,100,0,0,0
G4500190,2018-07-19T22:00:00Z,29.79,97.04,1.76,105,0,0,0
G4500190,2018-07-19T23:00:00Z,29.76,93.67,2.06,87.5,0,0,0
G4500190,2018-07-20T00:00:00Z,30,96.48,2.85,65,0,0,0
G4500190,2018-07-20T01:00:00Z,30,96.48,3.1,40,0,0,0
G4500190,2018-07-20T02:00:00Z,29.7,96.76,2.85,50,0,0,0
G4500190,2018-07-20T03:00:00Z,29.4,97.04,3.93,70,0,0,0
G4500190,2018-07-20T04:00:00Z,29.4,97.04,4.22,55,0,0,0
G4500190,2018-07-20T05:00:00Z,29.32,97.04,4.44,76,0,0,0
G4500190,2018-07-20T06:00:00Z,28.85,97.02,3.62,122.5,1,1,1
G4500190,2018-07-20T07:00:00Z,28.35,96.45,1.8,80,6.5,0,6.5
G4500190,2018-07-20T08:00:00Z,29.15,96.75,2.1,45,102,28.5,90.5
G4500190,2018-07-20T09:00:00Z,30,93.09,2.77,40,117.5,15,108.5
G4500190,2018-07-20T10:00:00Z,29.4,97.04,3.1,190,224.5,30.5,203.5
G4500190,2018-07-20T11:00:00Z,29.8,93.69,2.77,153.33,328,30.5,301.5
G4500190,2018-07-20T12:00:00Z,32.5,81.78,2.1,110,469,61.5,411.5
G4500190,2018-07-20T13:00:00Z,33.3,79.43,2.1,160,505,74.5,432.5
G4500190,2018-07-20T14:00:00Z,32.5,82.07,3.1,183.33,368.5,25.5,344
G4500190,2018-07-20T15:00:00Z,30.73,93.62,3.43,73.33,103.5,1,102.5
G4500190,2018-07-20T16:00:00Z,30.57,90.38,0.5,210,167.5,7,162.5
G4500190,2018-07-20T17:00:00Z,31.1,90.38,1.2,225,237,32.5,216
G4500190,2018-07-20T18:00:00Z,32.8,79.37,0,282.5,51,0,51
G4500190,2018-07-20T19:00:00Z,31.7,87.23,2.1,340,26.5,0,26.5
G4500190,2018-07-20T20:00:00Z,31.15,88.79,1.92,182.5,5,0,5
G4500190,2018-07-20T21:00:00Z,30.6,90.34,2.1,20,0,0,0
G4500190,2018-07-20T22:00:00Z,30,93.62,2.1,10,0,0,0
G4500190,2018-07-20T23:00:00Z,29.45,95.04,2.1,175,0,0,0
G4500190,2018-07-21T00:00:00Z,29.4,93.6,2.6,350,0,0,0
G4500190,2018-07-21T01:00:00Z,28.9,96.45,2.1,340,0,0,0
G4500190,2018-07-21T02:00:00Z,29.1,95.02,2.1,310,0,0,0
G4500190,2018-07-21T03:00:00Z,28.95,96.45,2.6,330,0,0,0
G4500190,2018-07-21T04:00:00Z,28.9,96.45,2.6,310,0,0,0
G4500190,2018-07-21T05:00:00Z,28.9,95.01,2.85,315,0,0,0
G4500190,2018-07-21T06:00:00Z,28.3,93.54,1.5,300,4,19.5,4
G4500190,2018-07-21T07:00:00Z,29.15,87.55,2.55,300,99,336,44
G4500190,2018-07-21T08:00:00Z,29.6,86.01,3.77,303.33,223.5,345.5,104
G4500190,2018-07-21T09:00:00Z,31.1,76.75,4.1,290,475,661.5,109.5
G4500190,2018-07-21T10:00:00Z,33.3,69.55,4.1,320,660,731,138.5
G4500190,2018-07-21T11:00:00Z,33.85,68.61,3.85,305,679,380,356
G4500190,2018-07-21T12:00:00Z,35,67.39,2.6,260,825.5,537.5,322.5
G4500190,2018-07-21T13:00:00Z,35,61.14,3.1,240,660.5,257.5,410.5
G4500190,2018-07-21T14:00:00Z,35.3,62.16,3.35,245,565.5,129,442
G4500190,2018-07-21T15:00:00Z,36.1,59.19,3.6,270,637,250,415.5
G4500190,2018-07-21T16:00:00Z,35.6,60.91,3.6,250,552,268,343
G4500190,2018-07-21T17:00:00Z,35.6,62.04,3.85,255,443.5,337.5,239.5
G4500190,2018-07-21T18:00:00Z,34.4,67.68,3.1,210,276.5,262,164
G4500190,2018-07-21T19:00:00Z,32.8,79.37,3.1,200,135,257.5,74
G4500190,2018-07-21T20:00:00Z,32.25,83.3,3.35,200,21.5,83.5,15.5
G4500190,2018-07-21T21:00:00Z,31.1,90.38,2.1,190,0,0,0
G4500190,2018-07-21T22:00:00Z,31.1,90.38,3.6,230,0,0,0
G4500190,2018-07-21T23:00:00Z,30.55,90.34,2.85,230,0,0,0
G4500190,2018-07-22T00:00:00Z,29.4,90.81,3.1,230,0,0,0
G4500190,2018-07-22T01:00:00Z,29.4,90.81,3.1,240,0,0,0
G4500190,2018-07-22T02:00:00Z,29.4,90.81,3.35,230,0,0,0
G4500190,2018-07-22T03:00:00Z,29.7,90.81,3.1,315,0,0,0
G4500190,2018-07-22T04:00:00Z,28.6,97.02,2.1,210,0,0,0
G4500190,2018-07-22T05:00:00Z,28.6,95.3,2.1,220,0,0,0
G4500190,2018-07-22T06:00:00Z,28.9,93.57,2.6,250,3.5,14,3.5
G4500190,2018-07-22T07:00:00Z,29.07,93.6,3.93,243.33,97.5,292,49
G4500190,2018-07-22T08:00:00Z,30.57,87.62,4.27,250,221.5,338.5,102
G4500190,2018-07-22T09:00:00Z,31.95,79.28,2.85,245,313,165.5,220
G4500190,2018-07-22T10:00:00Z,33.35,76.72,2.3,270,560,437.5,246.5
G4500190,2018-07-22T11:00:00Z,34.75,72.11,1.5,245,828,808,143
G4500190,2018-07-22T12:00:00Z,36.7,65.34,4.1,220,927.5,830.5,150
G4500190,2018-07-22T13:00:00Z,38.3,55.88,3.1,215,916,727,209
G4500190,2018-07-22T14:00:00Z,38.3,54.08,4.4,210,942.5,815.5,162.5
G4500190,2018-07-22T15:00:00Z,38.3,55.88,5.7,200,851,763.5,172.5
G4500190,2018-07-22T16:00:00Z,36.1,65.61,6.7,190,473.5,216.5,303.5
G4500190,2018-07-22T17:00:00Z,35.83,66.56,6.32,205,283,144.5,196
G4500190,2018-07-22T18:00:00Z,35,67.39,3.6,220,79,32.5,63.5
G4500190,2018-07-22T19:00:00Z,31.7,81.65,4.1,210,13.5,5.5,12.5
G4500190,2018-07-22T20:00:00Z,30.93,84.63,4.27,180,10,5.5,9.5
G4500190,2018-07-22T21:00:00Z,29.4,81.86,0,170,0,0,0
G4500190,2018-07-22T22:00:00Z,28.9,90.22,0,160,0,0,0
G4500190,2018-07-22T23:00:00Z,28.9,91.9,1.05,150,0,0,0
G4500190,2018-07-23T00:00:00Z,30,87.61,0,153.33,0,0,0
G4500190,2018-07-23T01:00:00Z,29.4,93.6,0,156.67,0,0,0
G4500190,2018-07-23T02:00:00Z,29.7,93.61,0.75,160,0,0,0
G4500190,2018-07-23T03:00:00Z,30.6,93.09,3.1,210,0,0,0
G4500190,2018-07-23T04:00:00Z,31.1,93.68,2.1,220,0,0,0
G4500190,2018-07-23T05:00:00Z,29.83,92.2,3.43,81.67,0,0,0
G4500190,2018-07-23T06:00:00Z,28.85,84.92,3.6,80,1.5,4,1.5
G4500190,2018-07-23T07:00:00Z,29.23,87.55,1.57,120,49.5,118,34
G4500190,2018-07-23T08:00:00Z,30.53,83.34,1.73,90,225.5,330,105
G4500190,2018-07-23T09:00:00Z,33.05,74.35,2.85,115,407.5,468.5,141.5
G4500190,2018-07-23T10:00:00Z,35,72,4.6,120,661,729,140.5
G4500190,2018-07-23T11:00:00Z,35.3,70.78,4.6,135,755,625.5,229
G4500190,2018-07-23T12:00:00Z,36.1,67.61,4.1,170,721.5,308.5,432.5
G4500190,2018-07-23T13:00:00Z,35.6,67.51,4.1,150,708.5,237,478
G4500190,2018-07-23T14:00:00Z,35.3,68.69,5.65,145,699.5,241.5,468.5
G4500190,2018-07-23T15:00:00Z,35,65.38,7.2,160,624.5,224.5,425.5
G4500190,2018-07-23T16:00:00Z,34.4,69.76,7.2,150,543,256,347.5
G4500190,2018-07-23T17:00:00Z,34.4,68.72,6.95,155,404,226,263.5
G4500190,2018-07-23T18:00:00Z,33.9,69.66,5.1,140,218,118.5,166
G4500190,2018-07-23T19:00:00Z,32.2,76.92,7.7,120,98,79.5,79
G4500190,2018-07-23T20:00:00Z,31.87,78.07,4.97,96.67,13.5,9.5,13
G4500190,2018-07-23T21:00:00Z,30.3,93.62,2.05,85,0,0,0
G4500190,2018-07-23T22:00:00Z,29.07,97.02,4.47,220,0,0,0
G4500190,2018-07-23T23:00:00Z,27.94,96.72,3.7,262,0,0,0
G4500190,2018-07-24T00:00:00Z,27.8,93.52,2.35,40,0,0,0
G4500190,2018-07-24T01:00:00Z,27.8,93.52,0,200,0,0,0
G4500190,2018-07-24T02:00:00Z,27.5,93.51,1.05,360,0,0,0
G4500190,2018-07-24T03:00:00Z,27.8,96.42,0,263.33,0,0,0
G4500190,2018-07-24T04:00:00Z,28.9,96.45,0,166.67,0,0,0
G4500190,2018-07-24T05:00:00Z,28.9,95.01,0.75,70,0,0,0
G4500190,2018-07-24T06:00:00Z,28.3,97.02,2.1,30,1.5,0.5,1.5
G4500190,2018-07-24T07:00:00Z,28.9,96.45,0,66.67,78,100,60.5
G4500190,2018-07-24T08:00:00Z,30,93.41,0,103.33,253.5,327,137
G4500190,2018-07-24T09:00:00Z,33.9,76.72,3.1,140,442,468.5,187
G4500190,2018-07-24T10:00:00Z,35,72,3.6,130,608,520,235.5
G4500190,2018-07-24T11:00:00Z,35.3,70.78,3.85,135,554,266,334
G4500190,2018-07-24T12:00:00Z,35.980000000000004,69.57,5.65,167.5,221.5,20,203
G4500190,2018-07-24T13:00:00Z,33.75,74.35,4.25,215,523.5,269,261.5
G4500190,2018-07-24T14:00:00Z,34.7,70.98,3.85,90,883.5,682.5,231
G4500190,2018-07-24T15:00:00Z,36.7,63.41,5.1,160,667,379,334
G4500190,2018-07-24T16:00:00Z,36.1,61.39,4.6,190,667,564.5,228
G4500190,2018-07-24T17:00:00Z,35.85,63.25,4.6,205,476.5,428,215.5
G4500190,2018-07-24T18:00:00Z,33.9,71.8,4.6,170,320,437,129
G4500190,2018-07-24T19:00:00Z,33.3,69.55,4.1,180,124.5,204.5,77
G4500190,2018-07-24T20:00:00Z,33.05,73.05,4.35,170,15.5,29,13.5
G4500190,2018-07-24T21:00:00Z,32.2,82.2,1.5,140,0,0,0
G4500190,2018-07-24T22:00:00Z,31.95,84.71,0,225,0,0,0
G4500190,2018-07-24T23:00:00Z,31,88.9,0.72,310,0,0,0
G4500190,2018-07-25T00:00:00Z,29.4,97.04,3.1,350,0,0,0
G4500190,2018-07-25T01:00:00Z,29.4,97.04,1.5,10,0,0,0
G4500190,2018-07-25T02:00:00Z,29.78,97.04,4.62,98.75,0,0,0
G4500190,2018-07-25T03:00:00Z,29.4,93.6,1.9,156.67,0,0,0
G4500190,2018-07-25T04:00:00Z,28.9,96.45,0,98.33,0,0,0
G4500190,2018-07-25T05:00:00Z,28.9,96.45,0.75,40,0,0,0
G4500190,2018-07-25T06:00:00Z,28.9,93.57,1.5,70,1.5,1.5,1.5
G4500190,2018-07-25T07:00:00Z,30,90.3,0,105,54,43,47.5
G4500190,2018-07-25T08:00:00Z,30.55,89,1.05,140,259,442.5,100
G4500190,2018-07-25T09:00:00Z,32.8,79.37,2.6,200,467,626.5,127.5
G4500190,2018-07-25T10:00:00Z,34.4,72.33,4.1,220,656,725,140
G4500190,2018-07-25T11:00:00Z,35,67.75,3.85,215,788,756,150.5
G4500190,2018-07-25T12:00:00Z,36.1,63.28,4.6,240,773,596,213.5
G4500190,2018-07-25T13:00:00Z,36.7,61.16,3.6,210,947.5,806.5,165
G4500190,2018-07-25T14:00:00Z,36.4,62.22,5.15,205,927.5,798,166
G4500190,2018-07-25T15:00:00Z,37.2,59.45,3.6,230,817,710.5,189
G4500190,2018-07-25T16:00:00Z,36.7,59.34,3.6,240,720.5,750.5,143.5
G4500190,2018-07-25T17:00:00Z,36.4,62.47,4.35,225,533,647,134.5
G4500190,2018-07-25T18:00:00Z,34.4,74.53,4.6,210,261,312.5,129
G4500190,2018-07-25T19:00:00Z,30.05,94.15,5.9,285,123.5,222,73
G4500190,2018-07-25T20:00:00Z,29.6,95.32,0.5,340,16,43,13
G4500190,2018-07-25T21:00:00Z,30.3,90.34,1.8,70,0,0,0
G4500190,2018-07-25T22:00:00Z,30.6,93.09,2.05,90,0,0,0
G4500190,2018-07-25T23:00:00Z,30.3,94.79,1.8,115,0,0,0
G4500190,2018-07-26T00:00:00Z,30.6,96.49,0,91.25,0,0,0
G4500190,2018-07-26T01:00:00Z,30.6,96.49,0,67.5,0,0,0
G4500190,2018-07-26T02:00:00Z,30.6,96.49,0,43.75,0,0,0
G4500190,2018-07-26T03:00:00Z,30,96.48,1.5,20,0,0,0
G4500190,2018-07-26T04:00:00Z,30,96.48,1.5,150,0,0,0
G4500190,2018-07-26T05:00:00Z,30,96.48,0.75,150,0,0,0
G4500190,2018-07-26T06:00:00Z,30,96.48,0,183.33,2,6.5,2
G4500190,2018-07-26T07:00:00Z,31.1,97.08,0,216.67,87.5,245,48.5
G4500190,2018-07-26T08:00:00Z,32.2,91.2,1.55,250,271.5,519,89.5
G4500190,2018-07-26T09:00:00Z,33.9,79.52,2.6,270,443.5,565,141.5
G4500190,2018-07-26T10:00:00Z,35,74.63,2.1,260,597.5,558,202
G4500190,2018-07-26T11:00:00Z,35.85,71.18,1.8,290,791,745,163.5
G4500190,2018-07-26T12:00:00Z,37.2,65.84,3.1,170,744,464,311.5
G4500190,2018-07-26T13:00:00Z,37.8,63.65,1.3,210,480.5,167,318.5
G4500190,2018-07-26T14:00:00Z,34.83,74.15,3.1,165,352,140,217
G4500190,2018-07-26T15:00:00Z,31.63,87.13,7.57,100,164,5.5,159.5
G4500190,2018-07-26T16:00:00Z,29.43,87.61,5.47,36.67,136,2.5,134.5
G4500190,2018-07-26T17:00:00Z,30.15,86.07,3.1,206.67,44.5,0,44.5
G4500190,2018-07-26T18:00:00Z,30,90.3,0,192.5,24,0,24
G4500190,2018-07-26T19:00:00Z,30,90.3,2.1,178.33,17.5,0,17.5
G4500190,2018-07-26T20:00:00Z,30.3,90.32,1.05,164.17,4,3,4
G4500190,2018-07-26T21:00:00Z,30,93.62,2.6,150,0,0,0
G4500190,2018-07-26T22:00:00Z,30,96.48,0,143.33,0,0,0
G4500190,2018-07-26T23:00:00Z,30.55,95.08,0,136.67,0,0,0
G4500190,2018-07-27T00:00:00Z,30.6,96.49,1.5,130,0,0,0
G4500190,2018-07-27T01:00:00Z,31.1,93.68,2.1,210,0,0,0
G4500190,2018-07-27T02:00:00Z,30.85,95.08,1.05,210,0,0,0
G4500190,2018-07-27T03:00:00Z,30.6,96.49,0,142.29,0,0,0
G4500190,2018-07-27T04:00:00Z,30,96.48,0,175.83,0,0,0
G4500190,2018-07-27T05:00:00Z,30.3,94.79,0,153.12,0,0,0
G4500190,2018-07-27T06:00:00Z,30,96.48,0,118.33,2,3.5,2
G4500190,2018-07-27T07:00:00Z,31.7,93.7,1.5,210,83,204,50.5
G4500190,2018-07-27T08:00:00Z,32.230000000000004,92.35,1.5,220,252.5,430,104.5
G4500190,2018-07-27T09:00:00Z,32.2,90.99,2.6,175,375,308.5,206
G4500190,2018-07-27T10:00:00Z,32.8,87.85,2.1,190,472,239.5,305.5
G4500190,2018-07-27T11:00:00Z,33.17,85.13,2.43,193.33,451.5,88,376.5
G4500190,2018-07-27T12:00:00Z,34.7,77.25,3.1,176.67,435.5,70.5,370.5
G4500190,2018-07-27T13:00:00Z,34.4,80.06,2.1,30,287,21.5,266
G4500190,2018-07-27T14:00:00Z,33.85,78.57,2.85,135,110,1,109
G4500190,2018-07-27T15:00:00Z,31.4,73.98,4.65,220,88.5,0,88.5
G4500190,2018-07-27T16:00:00Z,31.7,79.21,0,215,83,0.5,82.5
G4500190,2018-07-27T17:00:00Z,32.25,80.5,0.75,210,289,74.5,244.5
G4500190,2018-07-27T18:00:00Z,33.3,87.89,4.1,180,165.5,28.5,153
G4500190,2018-07-27T19:00:00Z,32.8,87.85,3.6,180,68.5,1,68
G4500190,2018-07-27T20:00:00Z,32.8,87.85,3.6,185,9.5,3,9.5
G4500190,2018-07-27T21:00:00Z,32.2,90.99,3.6,190,0,0,0
G4500190,2018-07-27T22:00:00Z,31.7,93.7,2.6,210,0,0,0
G4500190,2018-07-27T23:00:00Z,31.4,93.69,2.05,215,0,0,0
G4500190,2018-07-28T00:00:00Z,31.1,93.68,2.1,260,0,0,0
G4500190,2018-07-28T01:00:00Z,30,96.48,0,225,0,0,0
G4500190,2018-07-28T02:00:00Z,29.7,96.76,0.75,190,0,0,0
G4500190,2018-07-28T03:00:00Z,30,93.62,0,192.5,0,0,0
G4500190,2018-07-28T04:00:00Z,29.4,97.04,0,195,0,0,0
G4500190,2018-07-28T05:00:00Z,29.4,95.32,0,197.5,0,0,0
G4500190,2018-07-28T06:00:00Z,28.9,96.45,2.6,200,2,5.5,2
G4500190,2018-07-28T07:00:00Z,30,93.62,3.1,180,84,229.5,48
G4500190,2018-07-28T08:00:00Z,30.85,89.14,2.85,195,244.5,400.5,104.5
G4500190,2018-07-28T09:00:00Z,33.3,77.09,2.1,230,472,655,119
G4500190,2018-07-28T10:00:00Z,35.6,67.51,2.6,250,655.5,725.5,142.5
G4500190,2018-07-28T11:00:00Z,35.85,68.79,2.35,250,758.5,633.5,226
G4500190,2018-07-28T12:00:00Z,36.7,65.34,3.1,160,908,798.5,165
G4500190,2018-07-28T13:00:00Z,38.3,55.88,2.1,200,918.5,743.5,199
G4500190,2018-07-28T14:00:00Z,38.3,57.79,3.1,195,761,463,322
G4500190,2018-07-28T15:00:00Z,37.2,70.28,4.1,190,713.5,468,298
G4500190,2018-07-28T16:00:00Z,34.15,82.41,3.1,215,319.5,107,234.5
G4500190,2018-07-28T17:00:00Z,34.629999999999995,73.88,3.27,233.33,176.5,92,123
G4500190,2018-07-28T18:00:00Z,35.6,72.11,5.1,180,305.5,387.5,136
